2,3734,"El Conchi",,,,,"Sinaloa",,669,9800313,9800324,,,,,
2,4066,"Barrancos",,,,,"Sinaloa",,667,9922413,9922452,9922453,,,,
2,4076,"Aeropuerto Zapata",,,,,"Sinaloa",,667,7609971,7602462,7603038,7603084,,,
2,4126,"Blvd. Zapata",,,,,"Sinaloa",,668,1272091,1272092,1272093,1272094,,,
2,3737,"El Fuerte",,,,,"Sinaloa",,698,"89 31996","89 31899","89 31920",,,,
2,3056,"Siglo Xxi",,,,,"Aguascalientes",,449,9725587,9726340,9726865,,,,
2,3714,"Mariano Hidalgo",,,,,"Aguascalientes",,449,9294762,9294772,9294973,,,,
2,3744,"Ojo Caliente",,,,,"Aguascalientes",,449,9715792,9715793,9715794,,,,
2,3802,"Convención",,,,,"Aguascalientes",,449,9163251,9163309,9163751,,,,
2,3865,"Villasunción",,,,,"Aguascalientes",,449,9783121,9783141,9783485,,,,
2,3905,"Santa Anita",,,,,"Aguascalientes",,449,9753604,9753605,9753609,,,,
2,1113,"Puertecito De La Virgen",,,,,"Aguascalientes",,449,9734466,9734467,9734468,,,,
2,1245,"Nochistlan De Mejia",,,,,"Zacatecas",,346,7131403,7132309,7132381,,,,
2,2067,"Encarnación",,,,,"Jalisco",,475,9532107,9532486,9533752,,,,
2,2113,"Pabellón",,,,,"Aguascalientes",,465,9588126,9588365,9588073,,,,
2,2815,"Calvillo",,,,,"Aguascalientes",,495,9560415,9560515,9560469,,,,
2,3009,"Rincon De Romos",,,,,"Aguascalientes",,465,9515216,9515218,9515219,,,,
2,3407,"San Fracisco De Los Romos",,,,,"Aguascalientes",,465,9673222,9671217,9671344,,,,
2,4180,"Teocaltiche",,,,,"Jalisco",,346,7875453,7874807,7874863,,,,
2,1930,"El Oro",,,,,"Estado De Mexico",,55,,53809590,53809724,53809856,,,
2,2767,"Doctores",,,,,"Df",,55,,54407511,55307114,55307450,,,
2,3074,"Villas De La Hacienda",,,,,"Estado De Mexico",,55,,58199019,58199028,58199053,,,
2,3752,"Vallejo",,,,,"Estado De Mexico",,55,,53923130,53913178,53922126,,,
2,3756,"Tlalnepantla",,,,,"Estado De Mexico",,55,,53900783,53904090,53904191,,,
2,3759,"San Rafael",,,,,"Df",,55,,55910166,55356103,55467302,,,
2,3763,"Mariano Escobedo",,,,,"Df",,55,,52502230,52501580,52506302,,,
2,3772,"Plaza Atizapan",,,,,"Estado De Mexico",,55,,58245755,58245751,58245752,,,
2,3798,"Santa Cecilia",,,,,"Estado De Mexico",,55,,53110041,53112105,53113121,,,
2,3808,"Bolivar",,,,,"Df",,55,,57616588,57616193,57616264,,,
2,4198,"El Tenayo",,,,,"Estado De Mexico",,55,,53092158,53092198,53092218,,,
2,5768,"Cd Labor",,,,,"Estado De Mexico",,55,,58949889,58949885,58949887,,,
2,1691,"Universidad, San Juan Del Río",,,,,"Queretaro",,427,2643469,2643645,2643664,2643691,,,
2,3733,"Satélite",,,,,"Queretaro",,442,2105059,2105066,2105067,,,,
2,3743,"Tula",,,,,"Hidalgo",,773,7320437,7324348,7324765,,,,
2,3889,"San Juan Del Rio",,,,,"Queretaro",,427,2729579,2721004,2729582,2748833,,,
2,5711,"San Pablo",,,,,"Queretaro",,442,2538491,2538492,2538493,,,,
2,1168,"Tequisquiapan",,,,,"Queretaro",,414,2734613,2734140,2734729,,,,
2,1244,"Pedro Escobedo",,,,,"Queretaro",,448,2750834,2750871,2751311,2751422,,,
2,1479,"Santa Elena",,,,,"Queretaro",,441,2771394,2770709,2771052,2771395,,,
2,2213,"Huichapan",,,,,"Hidalgo",,761,7821916,7822016,7822402,,,,
2,3047,"Jilotepec",,,,,"Estado De Mexico",,761,7344268,7344269,7344270,7344271,,,
2,3244,"Cadereyta",,,,,"Queretaro",,441,2761368,2761020,,,,,
2,1026,"Las Américas",,,,,"Queretaro",,442,2090889,2091601,2090397,,,,
2,1422,"Alfredo Jimenez",,,,,"Guanajuato",,418,1821855,1828449,1822570,,,,
2,3039,"San Miguel De Allende",,,,,"Guanajuato",,415,1507459,1507463,1507461,,,,
2,3148,"San Luis De La Paz",,,,,"Guanajuato",,468,6883573,6883707,6884020,,,,
2,3875,"Querétaro",,,,,"Queretaro",,442,2137415,2137419,2137424,,,,
2,3922,"Tintero",,,,,"Queretaro",,442,2202675,2202275,2202484,,,,
2,1729,"Plutarco Elias Calles",,,,,"Guanajuato",,419,1981366,1981398,,,,,
2,2058,"Comonfort",,,,,"Guanajuato",,412,1570835,1570836,1570837,1570838,,,
2,2086,"Apaseo El Alto",,,,,"Guanajuato",,413,1665054,1665055,1665056,1665057,,,
2,2593,"San Felipe",,,,,"Guanajuato",,428,6851570,6851597,6851862,,,,
2,4080,"Apaseo El Grande",,,,,"Guanajuato",,413,1585884,1585885,1585886,1585887,,,
2,4167,"Santa Rosa Jáuregui",,,,,"Queretaro",,442,2910306,2910434,2910630,2910778,,,
2,1494,"Acambaro",,,,,"Guanajuato",,417,1726226,1726206,1726335,,,,
2,2099,"Cortázar",,,,,"Guanajuato",,411,1190023,1190022,1190024,,,,
2,3291,"Salamanca Sur",,,,,"Guanajuato",,464,6493406,6493524,,,,,
2,3913,"Prof. Francisco Juarez",,,,,"Guanajuato",,461,6090371,6090372,6090374,,,,
2,3914,"Constituyentes",,,,,"Guanajuato",,461,1590262,1590261,1590259,,,,
2,3918,"Salamanca",,,,,"Guanajuato",,464,6482242,6486538,6482127,,,,
2,5734,"Moroleón",,,,,"Guanajuato",,445,4580323,4580331,4580928,,,,
2,1412,"Villagrán",,,,,"Guanajuato",,411,1653200,1653201,1653202,,,,
2,2015,"Puruándiro",,,,,"Michoacan",,438,3834007,3834004,3834005,,,,
2,2017,"Valle De Santiago",,,,,"Guanajuato",,456,6498083,6498149,6498096,,,,
2,2018,"Salvatierra",,,,,"Guanajuato",,466,1612330,1612329,1612331,,,,
2,2290,"Yuriria",,,,,"Guanajuato",,445,1685417,1685397,1684648,,,,
